ID,GEO_R,GEO_V,GEO_X,RAD,MAT,FC,SHTK,BF
211227,0,1,0,150,1.025,0.09,0.98,300000.0
211228,0,1,0,150,1.025,0.1,0.98,300000.0
211229,0,1,0,150,1.025,0.11,0.98,300000.0
211230,0,1,0,150,1.025,0.12,0.98,300000.0
211231,0,1,0,150,1.025,0.13,0.98,300000.0
211232,0,1,0,150,1.025,0.14,0.98,300000.0
211233,0,1,0,150,1.025,0.15,0.98,300000.0
211234,0,1,0,150,1.05,0.05,0.98,300000.0
211235,0,1,0,150,1.05,0.06,0.98,300000.0
211236,0,1,0,150,1.05,0.07,0.98,300000.0
211237,0,1,0,150,1.05,0.08,0.98,300000.0
211238,0,1,0,150,1.05,0.09,0.98,300000.0
211239,0,1,0,150,1.05,0.1,0.98,300000.0
211240,0,1,0,150,1.05,0.11,0.98,300000.0
211241,0,1,0,150,1.05,0.12,0.98,300000.0
211242,0,1,0,150,1.05,0.13,0.98,300000.0
211243,0,1,0,150,1.05,0.14,0.98,300000.0
211244,0,1,0,150,1.05,0.15,0.98,300000.0
211245,0,1,0,150,1.075,0.05,0.98,300000.0
211246,0,1,0,150,1.075,0.06,0.98,300000.0
211247,0,1,0,150,1.075,0.07,0.98,300000.0
211248,0,1,0,150,1.075,0.08,0.98,300000.0
211249,0,1,0,150,1.075,0.09,0.98,300000.0
211250,0,1,0,150,1.075,0.1,0.98,300000.0
211251,0,1,0,150,1.075,0.11,0.98,300000.0
211252,0,1,0,150,1.075,0.12,0.98,300000.0
211253,0,1,0,150,1.075,0.13,0.98,300000.0
211254,0,1,0,150,1.075,0.14,0.98,300000.0
211255,0,1,0,150,1.075,0.15,0.98,300000.0
211256,0,1,0,150,1.1,0.05,0.98,300000.0
211257,0,1,0,150,1.1,0.06,0.98,300000.0
211258,0,1,0,150,1.1,0.07,0.98,300000.0
211259,0,1,0,150,1.1,0.08,0.98,300000.0
211260,0,1,0,150,1.1,0.09,0.98,300000.0
211261,0,1,0,150,1.1,0.1,0.98,300000.0
211262,0,1,0,150,1.1,0.11,0.98,300000.0
211263,0,1,0,150,1.1,0.12,0.98,300000.0
211264,0,1,0,150,1.1,0.13,0.98,300000.0
211265,0,1,0,150,1.1,0.14,0.98,300000.0
211266,0,1,0,150,1.1,0.15,0.98,300000.0
211267,0,1,0,150,0.9,0.05,0.99,300000.0
211268,0,1,0,150,0.9,0.06,0.99,300000.0
211269,0,1,0,150,0.9,0.07,0.99,300000.0
211270,0,1,0,150,0.9,0.08,0.99,300000.0
211271,0,1,0,150,0.9,0.09,0.99,300000.0
211272,0,1,0,150,0.9,0.1,0.99,300000.0
211273,0,1,0,150,0.9,0.11,0.99,300000.0
211274,0,1,0,150,0.9,0.12,0.99,300000.0
211275,0,1,0,150,0.9,0.13,0.99,300000.0
211276,0,1,0,150,0.9,0.14,0.99,300000.0
211277,0,1,0,150,0.9,0.15,0.99,300000.0
211278,0,1,0,150,0.925,0.05,0.99,300000.0
211279,0,1,0,150,0.925,0.06,0.99,300000.0
211280,0,1,0,150,0.925,0.07,0.99,300000.0
211281,0,1,0,150,0.925,0.08,0.99,300000.0
211282,0,1,0,150,0.925,0.09,0.99,300000.0
211283,0,1,0,150,0.925,0.1,0.99,300000.0
211284,0,1,0,150,0.925,0.11,0.99,300000.0
211285,0,1,0,150,0.925,0.12,0.99,300000.0
211286,0,1,0,150,0.925,0.13,0.99,300000.0
211287,0,1,0,150,0.925,0.14,0.99,300000.0
211288,0,1,0,150,0.925,0.15,0.99,300000.0
211289,0,1,0,150,0.95,0.05,0.99,300000.0
211290,0,1,0,150,0.95,0.06,0.99,300000.0
211291,0,1,0,150,0.95,0.07,0.99,300000.0
211292,0,1,0,150,0.95,0.08,0.99,300000.0
211293,0,1,0,150,0.95,0.09,0.99,300000.0
211294,0,1,0,150,0.95,0.1,0.99,300000.0
211295,0,1,0,150,0.95,0.11,0.99,300000.0
211296,0,1,0,150,0.95,0.12,0.99,300000.0
211297,0,1,0,150,0.95,0.13,0.99,300000.0
211298,0,1,0,150,0.95,0.14,0.99,300000.0
211299,0,1,0,150,0.95,0.15,0.99,300000.0
211300,0,1,0,150,0.975,0.05,0.99,300000.0
211301,0,1,0,150,0.975,0.06,0.99,300000.0
211302,0,1,0,150,0.975,0.07,0.99,300000.0
211303,0,1,0,150,0.975,0.08,0.99,300000.0
211304,0,1,0,150,0.975,0.09,0.99,300000.0
211305,0,1,0,150,0.975,0.1,0.99,300000.0
211306,0,1,0,150,0.975,0.11,0.99,300000.0
211307,0,1,0,150,0.975,0.12,0.99,300000.0
211308,0,1,0,150,0.975,0.13,0.99,300000.0
211309,0,1,0,150,0.975,0.14,0.99,300000.0
211310,0,1,0,150,0.975,0.15,0.99,300000.0
211311,0,1,0,150,1.0,0.05,0.99,300000.0
211312,0,1,0,150,1.0,0.06,0.99,300000.0
211313,0,1,0,150,1.0,0.07,0.99,300000.0
211314,0,1,0,150,1.0,0.08,0.99,300000.0
211315,0,1,0,150,1.0,0.09,0.99,300000.0
211316,0,1,0,150,1.0,0.1,0.99,300000.0
211317,0,1,0,150,1.0,0.11,0.99,300000.0
211318,0,1,0,150,1.0,0.12,0.99,300000.0
211319,0,1,0,150,1.0,0.13,0.99,300000.0
211320,0,1,0,150,1.0,0.14,0.99,300000.0
211321,0,1,0,150,1.0,0.15,0.99,300000.0
211322,0,1,0,150,1.025,0.05,0.99,300000.0
211323,0,1,0,150,1.025,0.06,0.99,300000.0
211324,0,1,0,150,1.025,0.07,0.99,300000.0
211325,0,1,0,150,1.025,0.08,0.99,300000.0
211326,0,1,0,150,1.025,0.09,0.99,300000.0
211327,0,1,0,150,1.025,0.1,0.99,300000.0
211328,0,1,0,150,1.025,0.11,0.99,300000.0
211329,0,1,0,150,1.025,0.12,0.99,300000.0
211330,0,1,0,150,1.025,0.13,0.99,300000.0
211331,0,1,0,150,1.025,0.14,0.99,300000.0
211332,0,1,0,150,1.025,0.15,0.99,300000.0
211333,0,1,0,150,1.05,0.05,0.99,300000.0
211334,0,1,0,150,1.05,0.06,0.99,300000.0
211335,0,1,0,150,1.05,0.07,0.99,300000.0
211336,0,1,0,150,1.05,0.08,0.99,300000.0
211337,0,1,0,150,1.05,0.09,0.99,300000.0
211338,0,1,0,150,1.05,0.1,0.99,300000.0
211339,0,1,0,150,1.05,0.11,0.99,300000.0
211340,0,1,0,150,1.05,0.12,0.99,300000.0
211341,0,1,0,150,1.05,0.13,0.99,300000.0
211342,0,1,0,150,1.05,0.14,0.99,300000.0
211343,0,1,0,150,1.05,0.15,0.99,300000.0
211344,0,1,0,150,1.075,0.05,0.99,300000.0
211345,0,1,0,150,1.075,0.06,0.99,300000.0
211346,0,1,0,150,1.075,0.07,0.99,300000.0
211347,0,1,0,150,1.075,0.08,0.99,300000.0
211348,0,1,0,150,1.075,0.09,0.99,300000.0
211349,0,1,0,150,1.075,0.1,0.99,300000.0
211350,0,1,0,150,1.075,0.11,0.99,300000.0
211351,0,1,0,150,1.075,0.12,0.99,300000.0
211352,0,1,0,150,1.075,0.13,0.99,300000.0
211353,0,1,0,150,1.075,0.14,0.99,300000.0
211354,0,1,0,150,1.075,0.15,0.99,300000.0
211355,0,1,0,150,1.1,0.05,0.99,300000.0
211356,0,1,0,150,1.1,0.06,0.99,300000.0
211357,0,1,0,150,1.1,0.07,0.99,300000.0
211358,0,1,0,150,1.1,0.08,0.99,300000.0
211359,0,1,0,150,1.1,0.09,0.99,300000.0
211360,0,1,0,150,1.1,0.1,0.99,300000.0
211361,0,1,0,150,1.1,0.11,0.99,300000.0
211362,0,1,0,150,1.1,0.12,0.99,300000.0
211363,0,1,0,150,1.1,0.13,0.99,300000.0
211364,0,1,0,150,1.1,0.14,0.99,300000.0
211365,0,1,0,150,1.1,0.15,0.99,300000.0
211366,0,1,0,150,0.9,0.05,1.0,300000.0
211367,0,1,0,150,0.9,0.06,1.0,300000.0
211368,0,1,0,150,0.9,0.07,1.0,300000.0
211369,0,1,0,150,0.9,0.08,1.0,300000.0
211370,0,1,0,150,0.9,0.09,1.0,300000.0
211371,0,1,0,150,0.9,0.1,1.0,300000.0
211372,0,1,0,150,0.9,0.11,1.0,300000.0
211373,0,1,0,150,0.9,0.12,1.0,300000.0
211374,0,1,0,150,0.9,0.13,1.0,300000.0
211375,0,1,0,150,0.9,0.14,1.0,300000.0
211376,0,1,0,150,0.9,0.15,1.0,300000.0
211377,0,1,0,150,0.925,0.05,1.0,300000.0
211378,0,1,0,150,0.925,0.06,1.0,300000.0
211379,0,1,0,150,0.925,0.07,1.0,300000.0
211380,0,1,0,150,0.925,0.08,1.0,300000.0
211381,0,1,0,150,0.925,0.09,1.0,300000.0
211382,0,1,0,150,0.925,0.1,1.0,300000.0
211383,0,1,0,150,0.925,0.11,1.0,300000.0
211384,0,1,0,150,0.925,0.12,1.0,300000.0
211385,0,1,0,150,0.925,0.13,1.0,300000.0
211386,0,1,0,150,0.925,0.14,1.0,300000.0
211387,0,1,0,150,0.925,0.15,1.0,300000.0
211388,0,1,0,150,0.95,0.05,1.0,300000.0
211389,0,1,0,150,0.95,0.06,1.0,300000.0
211390,0,1,0,150,0.95,0.07,1.0,300000.0
211391,0,1,0,150,0.95,0.08,1.0,300000.0
211392,0,1,0,150,0.95,0.09,1.0,300000.0
211393,0,1,0,150,0.95,0.1,1.0,300000.0
211394,0,1,0,150,0.95,0.11,1.0,300000.0
211395,0,1,0,150,0.95,0.12,1.0,300000.0
211396,0,1,0,150,0.95,0.13,1.0,300000.0
211397,0,1,0,150,0.95,0.14,1.0,300000.0
211398,0,1,0,150,0.95,0.15,1.0,300000.0
211399,0,1,0,150,0.975,0.05,1.0,300000.0
211400,0,1,0,150,0.975,0.06,1.0,300000.0
211401,0,1,0,150,0.975,0.07,1.0,300000.0
211402,0,1,0,150,0.975,0.08,1.0,300000.0
211403,0,1,0,150,0.975,0.09,1.0,300000.0
211404,0,1,0,150,0.975,0.1,1.0,300000.0
211405,0,1,0,150,0.975,0.11,1.0,300000.0
211406,0,1,0,150,0.975,0.12,1.0,300000.0
211407,0,1,0,150,0.975,0.13,1.0,300000.0
211408,0,1,0,150,0.975,0.14,1.0,300000.0
211409,0,1,0,150,0.975,0.15,1.0,300000.0
211410,0,1,0,150,1.0,0.05,1.0,300000.0
211411,0,1,0,150,1.0,0.06,1.0,300000.0
211412,0,1,0,150,1.0,0.07,1.0,300000.0
211413,0,1,0,150,1.0,0.08,1.0,300000.0
211414,0,1,0,150,1.0,0.09,1.0,300000.0
211415,0,1,0,150,1.0,0.1,1.0,300000.0
211416,0,1,0,150,1.0,0.11,1.0,300000.0
211417,0,1,0,150,1.0,0.12,1.0,300000.0
211418,0,1,0,150,1.0,0.13,1.0,300000.0
211419,0,1,0,150,1.0,0.14,1.0,300000.0
211420,0,1,0,150,1.0,0.15,1.0,300000.0
211421,0,1,0,150,1.025,0.05,1.0,300000.0
211422,0,1,0,150,1.025,0.06,1.0,300000.0
211423,0,1,0,150,1.025,0.07,1.0,300000.0
211424,0,1,0,150,1.025,0.08,1.0,300000.0
211425,0,1,0,150,1.025,0.09,1.0,300000.0
211426,0,1,0,150,1.025,0.1,1.0,300000.0
211427,0,1,0,150,1.025,0.11,1.0,300000.0
211428,0,1,0,150,1.025,0.12,1.0,300000.0
211429,0,1,0,150,1.025,0.13,1.0,300000.0
211430,0,1,0,150,1.025,0.14,1.0,300000.0
211431,0,1,0,150,1.025,0.15,1.0,300000.0
211432,0,1,0,150,1.05,0.05,1.0,300000.0
211433,0,1,0,150,1.05,0.06,1.0,300000.0
211434,0,1,0,150,1.05,0.07,1.0,300000.0
211435,0,1,0,150,1.05,0.08,1.0,300000.0
211436,0,1,0,150,1.05,0.09,1.0,300000.0
211437,0,1,0,150,1.05,0.1,1.0,300000.0
211438,0,1,0,150,1.05,0.11,1.0,300000.0
211439,0,1,0,150,1.05,0.12,1.0,300000.0
211440,0,1,0,150,1.05,0.13,1.0,300000.0
211441,0,1,0,150,1.05,0.14,1.0,300000.0
211442,0,1,0,150,1.05,0.15,1.0,300000.0
211443,0,1,0,150,1.075,0.05,1.0,300000.0
211444,0,1,0,150,1.075,0.06,1.0,300000.0
211445,0,1,0,150,1.075,0.07,1.0,300000.0
211446,0,1,0,150,1.075,0.08,1.0,300000.0
211447,0,1,0,150,1.075,0.09,1.0,300000.0
211448,0,1,0,150,1.075,0.1,1.0,300000.0
211449,0,1,0,150,1.075,0.11,1.0,300000.0
211450,0,1,0,150,1.075,0.12,1.0,300000.0
211451,0,1,0,150,1.075,0.13,1.0,300000.0
211452,0,1,0,150,1.075,0.14,1.0,300000.0
211453,0,1,0,150,1.075,0.15,1.0,300000.0
211454,0,1,0,150,1.1,0.05,1.0,300000.0
211455,0,1,0,150,1.1,0.06,1.0,300000.0
211456,0,1,0,150,1.1,0.07,1.0,300000.0
211457,0,1,0,150,1.1,0.08,1.0,300000.0
211458,0,1,0,150,1.1,0.09,1.0,300000.0
211459,0,1,0,150,1.1,0.1,1.0,300000.0
211460,0,1,0,150,1.1,0.11,1.0,300000.0
211461,0,1,0,150,1.1,0.12,1.0,300000.0
211462,0,1,0,150,1.1,0.13,1.0,300000.0
211463,0,1,0,150,1.1,0.14,1.0,300000.0
211464,0,1,0,150,1.1,0.15,1.0,300000.0
211465,0,1,0,150,0.9,0.05,0.95,350000.0
211466,0,1,0,150,0.9,0.06,0.95,350000.0
211467,0,1,0,150,0.9,0.07,0.95,350000.0
211468,0,1,0,150,0.9,0.08,0.95,350000.0
211469,0,1,0,150,0.9,0.09,0.95,350000.0
211470,0,1,0,150,0.9,0.1,0.95,350000.0
211471,0,1,0,150,0.9,0.11,0.95,350000.0
211472,0,1,0,150,0.9,0.12,0.95,350000.0
211473,0,1,0,150,0.9,0.13,0.95,350000.0
211474,0,1,0,150,0.9,0.14,0.95,350000.0
211475,0,1,0,150,0.9,0.15,0.95,350000.0
211476,0,1,0,150,0.925,0.05,0.95,350000.0
211477,0,1,0,150,0.925,0.06,0.95,350000.0
211478,0,1,0,150,0.925,0.07,0.95,350000.0
211479,0,1,0,150,0.925,0.08,0.95,350000.0
211480,0,1,0,150,0.925,0.09,0.95,350000.0
211481,0,1,0,150,0.925,0.1,0.95,350000.0
211482,0,1,0,150,0.925,0.11,0.95,350000.0
211483,0,1,0,150,0.925,0.12,0.95,350000.0
211484,0,1,0,150,0.925,0.13,0.95,350000.0
211485,0,1,0,150,0.925,0.14,0.95,350000.0
211486,0,1,0,150,0.925,0.15,0.95,350000.0
211487,0,1,0,150,0.95,0.05,0.95,350000.0
211488,0,1,0,150,0.95,0.06,0.95,350000.0
211489,0,1,0,150,0.95,0.07,0.95,350000.0
211490,0,1,0,150,0.95,0.08,0.95,350000.0
211491,0,1,0,150,0.95,0.09,0.95,350000.0
211492,0,1,0,150,0.95,0.1,0.95,350000.0
211493,0,1,0,150,0.95,0.11,0.95,350000.0
211494,0,1,0,150,0.95,0.12,0.95,350000.0
211495,0,1,0,150,0.95,0.13,0.95,350000.0
211496,0,1,0,150,0.95,0.14,0.95,350000.0
211497,0,1,0,150,0.95,0.15,0.95,350000.0
211498,0,1,0,150,0.975,0.05,0.95,350000.0
211499,0,1,0,150,0.975,0.06,0.95,350000.0
211500,0,1,0,150,0.975,0.07,0.95,350000.0
211501,0,1,0,150,0.975,0.08,0.95,350000.0
211502,0,1,0,150,0.975,0.09,0.95,350000.0
211503,0,1,0,150,0.975,0.1,0.95,350000.0
211504,0,1,0,150,0.975,0.11,0.95,350000.0
211505,0,1,0,150,0.975,0.12,0.95,350000.0
211506,0,1,0,150,0.975,0.13,0.95,350000.0
211507,0,1,0,150,0.975,0.14,0.95,350000.0
211508,0,1,0,150,0.975,0.15,0.95,350000.0
211509,0,1,0,150,1.0,0.05,0.95,350000.0
211510,0,1,0,150,1.0,0.06,0.95,350000.0
211511,0,1,0,150,1.0,0.07,0.95,350000.0
211512,0,1,0,150,1.0,0.08,0.95,350000.0
211513,0,1,0,150,1.0,0.09,0.95,350000.0
211514,0,1,0,150,1.0,0.1,0.95,350000.0
211515,0,1,0,150,1.0,0.11,0.95,350000.0
211516,0,1,0,150,1.0,0.12,0.95,350000.0
211517,0,1,0,150,1.0,0.13,0.95,350000.0
211518,0,1,0,150,1.0,0.14,0.95,350000.0
211519,0,1,0,150,1.0,0.15,0.95,350000.0
211520,0,1,0,150,1.025,0.05,0.95,350000.0
211521,0,1,0,150,1.025,0.06,0.95,350000.0
211522,0,1,0,150,1.025,0.07,0.95,350000.0
211523,0,1,0,150,1.025,0.08,0.95,350000.0
211524,0,1,0,150,1.025,0.09,0.95,350000.0
211525,0,1,0,150,1.025,0.1,0.95,350000.0
211526,0,1,0,150,1.025,0.11,0.95,350000.0
211527,0,1,0,150,1.025,0.12,0.95,350000.0
211528,0,1,0,150,1.025,0.13,0.95,350000.0
211529,0,1,0,150,1.025,0.14,0.95,350000.0
211530,0,1,0,150,1.025,0.15,0.95,350000.0
211531,0,1,0,150,1.05,0.05,0.95,350000.0
211532,0,1,0,150,1.05,0.06,0.95,350000.0
211533,0,1,0,150,1.05,0.07,0.95,350000.0
211534,0,1,0,150,1.05,0.08,0.95,350000.0
211535,0,1,0,150,1.05,0.09,0.95,350000.0
211536,0,1,0,150,1.05,0.1,0.95,350000.0
211537,0,1,0,150,1.05,0.11,0.95,350000.0
211538,0,1,0,150,1.05,0.12,0.95,350000.0
211539,0,1,0,150,1.05,0.13,0.95,350000.0
211540,0,1,0,150,1.05,0.14,0.95,350000.0
211541,0,1,0,150,1.05,0.15,0.95,350000.0
211542,0,1,0,150,1.075,0.05,0.95,350000.0
211543,0,1,0,150,1.075,0.06,0.95,350000.0
211544,0,1,0,150,1.075,0.07,0.95,350000.0
211545,0,1,0,150,1.075,0.08,0.95,350000.0
211546,0,1,0,150,1.075,0.09,0.95,350000.0
211547,0,1,0,150,1.075,0.1,0.95,350000.0
211548,0,1,0,150,1.075,0.11,0.95,350000.0
211549,0,1,0,150,1.075,0.12,0.95,350000.0
211550,0,1,0,150,1.075,0.13,0.95,350000.0
211551,0,1,0,150,1.075,0.14,0.95,350000.0
211552,0,1,0,150,1.075,0.15,0.95,350000.0
211553,0,1,0,150,1.1,0.05,0.95,350000.0
211554,0,1,0,150,1.1,0.06,0.95,350000.0
211555,0,1,0,150,1.1,0.07,0.95,350000.0
211556,0,1,0,150,1.1,0.08,0.95,350000.0
211557,0,1,0,150,1.1,0.09,0.95,350000.0
211558,0,1,0,150,1.1,0.1,0.95,350000.0
211559,0,1,0,150,1.1,0.11,0.95,350000.0
211560,0,1,0,150,1.1,0.12,0.95,350000.0
211561,0,1,0,150,1.1,0.13,0.95,350000.0
211562,0,1,0,150,1.1,0.14,0.95,350000.0
211563,0,1,0,150,1.1,0.15,0.95,350000.0
211564,0,1,0,150,0.9,0.05,0.96,350000.0
211565,0,1,0,150,0.9,0.06,0.96,350000.0
211566,0,1,0,150,0.9,0.07,0.96,350000.0
211567,0,1,0,150,0.9,0.08,0.96,350000.0
211568,0,1,0,150,0.9,0.09,0.96,350000.0
211569,0,1,0,150,0.9,0.1,0.96,350000.0
211570,0,1,0,150,0.9,0.11,0.96,350000.0
211571,0,1,0,150,0.9,0.12,0.96,350000.0
211572,0,1,0,150,0.9,0.13,0.96,350000.0
211573,0,1,0,150,0.9,0.14,0.96,350000.0
211574,0,1,0,150,0.9,0.15,0.96,350000.0
211575,0,1,0,150,0.925,0.05,0.96,350000.0
211576,0,1,0,150,0.925,0.06,0.96,350000.0
211577,0,1,0,150,0.925,0.07,0.96,350000.0
211578,0,1,0,150,0.925,0.08,0.96,350000.0
211579,0,1,0,150,0.925,0.09,0.96,350000.0
211580,0,1,0,150,0.925,0.1,0.96,350000.0
211581,0,1,0,150,0.925,0.11,0.96,350000.0
211582,0,1,0,150,0.925,0.12,0.96,350000.0
211583,0,1,0,150,0.925,0.13,0.96,350000.0
211584,0,1,0,150,0.925,0.14,0.96,350000.0
211585,0,1,0,150,0.925,0.15,0.96,350000.0
211586,0,1,0,150,0.95,0.05,0.96,350000.0
211587,0,1,0,150,0.95,0.06,0.96,350000.0
211588,0,1,0,150,0.95,0.07,0.96,350000.0
211589,0,1,0,150,0.95,0.08,0.96,350000.0
211590,0,1,0,150,0.95,0.09,0.96,350000.0
211591,0,1,0,150,0.95,0.1,0.96,350000.0
211592,0,1,0,150,0.95,0.11,0.96,350000.0
211593,0,1,0,150,0.95,0.12,0.96,350000.0
211594,0,1,0,150,0.95,0.13,0.96,350000.0
211595,0,1,0,150,0.95,0.14,0.96,350000.0
211596,0,1,0,150,0.95,0.15,0.96,350000.0
211597,0,1,0,150,0.975,0.05,0.96,350000.0
211598,0,1,0,150,0.975,0.06,0.96,350000.0
211599,0,1,0,150,0.975,0.07,0.96,350000.0
211600,0,1,0,150,0.975,0.08,0.96,350000.0
211601,0,1,0,150,0.975,0.09,0.96,350000.0
211602,0,1,0,150,0.975,0.1,0.96,350000.0
211603,0,1,0,150,0.975,0.11,0.96,350000.0
211604,0,1,0,150,0.975,0.12,0.96,350000.0
211605,0,1,0,150,0.975,0.13,0.96,350000.0
211606,0,1,0,150,0.975,0.14,0.96,350000.0
211607,0,1,0,150,0.975,0.15,0.96,350000.0
211608,0,1,0,150,1.0,0.05,0.96,350000.0
211609,0,1,0,150,1.0,0.06,0.96,350000.0
211610,0,1,0,150,1.0,0.07,0.96,350000.0
211611,0,1,0,150,1.0,0.08,0.96,350000.0
211612,0,1,0,150,1.0,0.09,0.96,350000.0
211613,0,1,0,150,1.0,0.1,0.96,350000.0
211614,0,1,0,150,1.0,0.11,0.96,350000.0
211615,0,1,0,150,1.0,0.12,0.96,350000.0
211616,0,1,0,150,1.0,0.13,0.96,350000.0
211617,0,1,0,150,1.0,0.14,0.96,350000.0
211618,0,1,0,150,1.0,0.15,0.96,350000.0
211619,0,1,0,150,1.025,0.05,0.96,350000.0
211620,0,1,0,150,1.025,0.06,0.96,350000.0
211621,0,1,0,150,1.025,0.07,0.96,350000.0
211622,0,1,0,150,1.025,0.08,0.96,350000.0
211623,0,1,0,150,1.025,0.09,0.96,350000.0
211624,0,1,0,150,1.025,0.1,0.96,350000.0
211625,0,1,0,150,1.025,0.11,0.96,350000.0
211626,0,1,0,150,1.025,0.12,0.96,350000.0
211627,0,1,0,150,1.025,0.13,0.96,350000.0
211628,0,1,0,150,1.025,0.14,0.96,350000.0
211629,0,1,0,150,1.025,0.15,0.96,350000.0
211630,0,1,0,150,1.05,0.05,0.96,350000.0
211631,0,1,0,150,1.05,0.06,0.96,350000.0
211632,0,1,0,150,1.05,0.07,0.96,350000.0
211633,0,1,0,150,1.05,0.08,0.96,350000.0
211634,0,1,0,150,1.05,0.09,0.96,350000.0
211635,0,1,0,150,1.05,0.1,0.96,350000.0
211636,0,1,0,150,1.05,0.11,0.96,350000.0
211637,0,1,0,150,1.05,0.12,0.96,350000.0
211638,0,1,0,150,1.05,0.13,0.96,350000.0
211639,0,1,0,150,1.05,0.14,0.96,350000.0
211640,0,1,0,150,1.05,0.15,0.96,350000.0
211641,0,1,0,150,1.075,0.05,0.96,350000.0
211642,0,1,0,150,1.075,0.06,0.96,350000.0
211643,0,1,0,150,1.075,0.07,0.96,350000.0
211644,0,1,0,150,1.075,0.08,0.96,350000.0
211645,0,1,0,150,1.075,0.09,0.96,350000.0
211646,0,1,0,150,1.075,0.1,0.96,350000.0
211647,0,1,0,150,1.075,0.11,0.96,350000.0
211648,0,1,0,150,1.075,0.12,0.96,350000.0
211649,0,1,0,150,1.075,0.13,0.96,350000.0
211650,0,1,0,150,1.075,0.14,0.96,350000.0
211651,0,1,0,150,1.075,0.15,0.96,350000.0
211652,0,1,0,150,1.1,0.05,0.96,350000.0
211653,0,1,0,150,1.1,0.06,0.96,350000.0
211654,0,1,0,150,1.1,0.07,0.96,350000.0
211655,0,1,0,150,1.1,0.08,0.96,350000.0
211656,0,1,0,150,1.1,0.09,0.96,350000.0
211657,0,1,0,150,1.1,0.1,0.96,350000.0
211658,0,1,0,150,1.1,0.11,0.96,350000.0
211659,0,1,0,150,1.1,0.12,0.96,350000.0
211660,0,1,0,150,1.1,0.13,0.96,350000.0
211661,0,1,0,150,1.1,0.14,0.96,350000.0
211662,0,1,0,150,1.1,0.15,0.96,350000.0
211663,0,1,0,150,0.9,0.05,0.97,350000.0
211664,0,1,0,150,0.9,0.06,0.97,350000.0
211665,0,1,0,150,0.9,0.07,0.97,350000.0
211666,0,1,0,150,0.9,0.08,0.97,350000.0
211667,0,1,0,150,0.9,0.09,0.97,350000.0
211668,0,1,0,150,0.9,0.1,0.97,350000.0
211669,0,1,0,150,0.9,0.11,0.97,350000.0
211670,0,1,0,150,0.9,0.12,0.97,350000.0
211671,0,1,0,150,0.9,0.13,0.97,350000.0
211672,0,1,0,150,0.9,0.14,0.97,350000.0
211673,0,1,0,150,0.9,0.15,0.97,350000.0
211674,0,1,0,150,0.925,0.05,0.97,350000.0
211675,0,1,0,150,0.925,0.06,0.97,350000.0
211676,0,1,0,150,0.925,0.07,0.97,350000.0
211677,0,1,0,150,0.925,0.08,0.97,350000.0
211678,0,1,0,150,0.925,0.09,0.97,350000.0
211679,0,1,0,150,0.925,0.1,0.97,350000.0
211680,0,1,0,150,0.925,0.11,0.97,350000.0
211681,0,1,0,150,0.925,0.12,0.97,350000.0
211682,0,1,0,150,0.925,0.13,0.97,350000.0
211683,0,1,0,150,0.925,0.14,0.97,350000.0
211684,0,1,0,150,0.925,0.15,0.97,350000.0
211685,0,1,0,150,0.95,0.05,0.97,350000.0
211686,0,1,0,150,0.95,0.06,0.97,350000.0
211687,0,1,0,150,0.95,0.07,0.97,350000.0
211688,0,1,0,150,0.95,0.08,0.97,350000.0
211689,0,1,0,150,0.95,0.09,0.97,350000.0
211690,0,1,0,150,0.95,0.1,0.97,350000.0
211691,0,1,0,150,0.95,0.11,0.97,350000.0
211692,0,1,0,150,0.95,0.12,0.97,350000.0
211693,0,1,0,150,0.95,0.13,0.97,350000.0
211694,0,1,0,150,0.95,0.14,0.97,350000.0
211695,0,1,0,150,0.95,0.15,0.97,350000.0
211696,0,1,0,150,0.975,0.05,0.97,350000.0
211697,0,1,0,150,0.975,0.06,0.97,350000.0
211698,0,1,0,150,0.975,0.07,0.97,350000.0
211699,0,1,0,150,0.975,0.08,0.97,350000.0
211700,0,1,0,150,0.975,0.09,0.97,350000.0
211701,0,1,0,150,0.975,0.1,0.97,350000.0
211702,0,1,0,150,0.975,0.11,0.97,350000.0
211703,0,1,0,150,0.975,0.12,0.97,350000.0
211704,0,1,0,150,0.975,0.13,0.97,350000.0
211705,0,1,0,150,0.975,0.14,0.97,350000.0
211706,0,1,0,150,0.975,0.15,0.97,350000.0
211707,0,1,0,150,1.0,0.05,0.97,350000.0
211708,0,1,0,150,1.0,0.06,0.97,350000.0
211709,0,1,0,150,1.0,0.07,0.97,350000.0
211710,0,1,0,150,1.0,0.08,0.97,350000.0
211711,0,1,0,150,1.0,0.09,0.97,350000.0
211712,0,1,0,150,1.0,0.1,0.97,350000.0
211713,0,1,0,150,1.0,0.11,0.97,350000.0
211714,0,1,0,150,1.0,0.12,0.97,350000.0
211715,0,1,0,150,1.0,0.13,0.97,350000.0
211716,0,1,0,150,1.0,0.14,0.97,350000.0
211717,0,1,0,150,1.0,0.15,0.97,350000.0
211718,0,1,0,150,1.025,0.05,0.97,350000.0
211719,0,1,0,150,1.025,0.06,0.97,350000.0
211720,0,1,0,150,1.025,0.07,0.97,350000.0
211721,0,1,0,150,1.025,0.08,0.97,350000.0
211722,0,1,0,150,1.025,0.09,0.97,350000.0
211723,0,1,0,150,1.025,0.1,0.97,350000.0
211724,0,1,0,150,1.025,0.11,0.97,350000.0
